citing,citing_long,citing_lat,citing_country,cited,cited_long,cited_lat,cited_country,citations
45217,-2.1,57.15,UNITED KINGDOM,44956,-2.79,56.33,UNITED KINGDOM,1
45331,39.88,57.63,RUSSIA,44581,37.61,55.75,RUSSIA,3
45360,11.96,57.7,SWEDEN,36766,8.68,50.11,GERMANY,1
45491,26.72,58.37,ESTONIA,18723,-86.53,39.16,UNITED STATES,1
45491,26.72,58.37,ESTONIA,25680,-76.14,43.04,UNITED STATES,1
45711,17.97,59.3,SWEDEN,33047,13.04,47.8,AUSTRIA,1
45711,17.97,59.3,SWEDEN,46865,18.95,69.65,NORWAY,1
45728,18.06,59.33,SWEDEN,34619,-122.47,48.75,UNITED STATES,1
45728,18.06,59.33,SWEDEN,43600,-1.08,53.95,UNITED KINGDOM,1
45728,18.06,59.33,SWEDEN,45728,18.06,59.33,SWEDEN,3
45860,10.8,59.81,NORWAY,37724,-3.53,50.71,UNITED KINGDOM,1
45867,17.64,59.85,SWEDEN,13740,-80.83,35.22,UNITED STATES,1
45867,17.64,59.85,SWEDEN,24500,-71.16,42.32,UNITED STATES,1
45898,10.74,59.91,NORWAY,15769,10.17,36.79,TUNISIA,1
45898,10.74,59.91,NORWAY,16400,-122.16,37.43,UNITED STATES,1
45898,10.74,59.91,NORWAY,42340,-1.14,52.94,UNITED KINGDOM,1
45898,10.74,59.91,NORWAY,42953,-1.46,53.38,UNITED KINGDOM,1
45915,30.3,59.93,RUSSIA,24578,-71.1,42.36,UNITED STATES,1
45915,30.3,59.93,RUSSIA,44655,-4.24,55.85,UNITED KINGDOM,1
45915,30.3,59.93,RUSSIA,45915,30.3,59.93,RUSSIA,1
46163,24.93,60.17,FINLAND,2196,151.66,-30.51,AUSTRALIA,1
46163,24.93,60.17,FINLAND,12345,-118.24,34.05,UNITED STATES,2
46163,24.93,60.17,FINLAND,13952,-119.01,35.36,UNITED STATES,1
46163,24.93,60.17,FINLAND,17079,23.73,37.97,GREECE,1
46163,24.93,60.17,FINLAND,18637,-84.5,39.1,UNITED STATES,1
46163,24.93,60.17,FINLAND,20622,-74.65,40.34,UNITED STATES,1
46163,24.93,60.17,FINLAND,20784,-79.99,40.43,UNITED STATES,1
46163,24.93,60.17,FINLAND,25566,-81.24,42.98,CANADA,1
46163,24.93,60.17,FINLAND,25739,-89.38,43.07,UNITED STATES,1
46163,24.93,60.17,FINLAND,46163,24.93,60.17,FINLAND,3
46412,-149.85,61.21,UNITED STATES,23321,-87.33,41.6,UNITED STATES,1
46524,25.75,62.24,FINLAND,17193,-78.47,38.03,UNITED STATES,1
46524,25.75,62.24,FINLAND,24578,-71.1,42.36,UNITED STATES,1
46524,25.75,62.24,FINLAND,37998,-0.77,50.83,UNITED KINGDOM,1
46524,25.75,62.24,FINLAND,42340,-1.14,52.94,UNITED KINGDOM,1
46699,-21.93,64.14,ICELAND,23694,-72.25,41.81,UNITED STATES,1
46699,-21.93,64.14,ICELAND,24578,-71.1,42.36,UNITED STATES,2
46777,-18.11,65.68,ICELAND,46777,-18.11,65.68,ICELAND,1
46865,18.95,69.65,NORWAY,46865,18.95,69.65,NORWAY,1
